id,category_id,sub_id,question,image,answer_a,answer_b,answer_c,correct_answer,additional_info
387,3,9,"Która wstęga boczna jest najczęściej używana w komunikacji głosowej w pasmach 160 m, 80 m oraz 40 m?",,górna wstęga boczna,dolna wstęga boczna,obie wstęgi boczne,b,
388,3,10,Co oznacza wg kodu Q symbol QSY?,,"przejdź na częstotliwość, zmień częstotliwość",do usłyszenia na innej częstotliwości,mam uszkodzoną antenę,a,
389,3,11,Co oznacza wg kodu Q symbol QRM?,,jestem czynny w eterze od miesiąca,odbieram twoje sygnały bardzo dobrze zmniejsz moc,mam zakłócenia od innych stacji,c,
390,3,12,Co oznacza wg kodu Q symbol QRN?,,jestem czynny w eterze od niedawna,mam zakłócenia atmosferyczne,pracuję na radiostacji tylko w niedzielę,b,
391,3,13,Co oznacza wg kodu Q symbol QSB?,,siła twoich sygnałów waha się,"w okolicy jest burza, wyłączam radiostację",używam anteny dookólnej,a,
392,3,14,Co oznacza wg kodu Q symbol QRV?,,o której godzinie rozpoczęliśmy łączność,"jestem gotów do pracy, jestem czynny w eterze",proszę powtórzyć ostatnią relację,b,
393,3,15,Co oznacza wg kodu Q symbol QTH?,,nie mam ochoty z tobą dalej rozmawiać,przekazuję wiadomość od...,moje położenie geograficzne jest...,c,
394,3,16,Co oznacza wg kodu Q symbol QRP?,,nadawaj powoli,"zmniejsz moc, zmniejszam moc",powtórz swój znak wywoławczy,b,
395,3,17,Co oznacza wg kodu Q symbol QTC?,,wyłączam stację,na jaką częstotliwość mam się przestroić,mam dla ciebie pilną wiadomość,c,
396,3,18,Co oznacza wg kodu Q symbol QSO?,,moje położenie geograficzne jest...,"łączność, mam łączność",siła twoich sygnałów waha się,b,
397,3,19,Co oznacza wg kodu Q symbol QSL?,,potwierdzam odbiór / przyślę kartę potwierdzającą łączność,nadawaj szybciej,słucham na częstotliwości,a,
398,3,20,Co oznacza skrót slangu radioamatorskiego RX?,,antena pionowa,odbiornik,klucz elektroniczny,b,
399,3,21,Co oznacza skrót slangu radioamatorskiego Unlis?,,nielicencjonowany nadawca,zakłócenia w odbiorze telewizji,zawody w łowach na lisa,a,
400,3,22,Co oznacza skrót slangu radioamatorskiego YL?,,antena z linki miedzianej,czas uniwersalny,panna - młoda pani,c,
401,3,23,Co oznacza skrót slangu radioamatorskiego RPT?,,"proszę powtórzyć, powtórzę, powtarzam",proszę,przechodzę na inny kanał,a,
402,3,24,Kiedy należy podawać raport o słyszalności?,,na początku łączności i na życzenie korespondenta,w odstępach 5-10 minut,po każdym przekazaniu mikrofonu,a,
403,3,25,Czy po uzyskaniu świadectwa operatora urządzeń radiowych można samodzielnie obsługiwać stację amatorską?,,"można, ale tylko pod nadzorem radioamatora posiadającego pozwolenie radiowe","można, w określonych w pozwoleniu radiowym zakresach częstotliwości","nie można, ponieważ do obsługi stacji amatorskiej upoważnia jedynie pozwolenie radiowe",b,
404,3,26,Co to jest znak wywoławczy?,,jest to symbol określający typ (model) stacji amatorskiej,jest to hasło pozwalające wywołać konkretnego rozmówcę,jest to kombinacja liter i cyfr stanowiąca unikalny w skali światowej identyfikator stacji amatorskiej,c,
405,3,27,Czym jest LOG?,,jest to dziennik stacji amatorskiej zawierający informacje o korespondencji z innymi radiostacjami amatorskimi,jest to informacja o procedurach obowiązujących podczas łączności z innymi stacjami,jest to informacja o kontroli radiostacji przez inspektorów UKE,a,
406,3,28,Czy prowadzenie dziennika łączności jest obowiązkowe?,,jest to podstawowy obowiązek każdego radioamatora,"prowadzenie dziennika łączności nie jest obowiązkowe, lecz wskazane",prowadzenie dziennika łączności może być nakazane jako zalecenie pokontrolne inspektorów ochrony środowiska,b,
407,3,29,Co znaczy określenie czas uniwersalny UTC?,,"czas odpowiadający południkowi zerowemu (GMT), stosowany przez radioamatorów do odnotowania w logu godz. łączności",czas w którym nie należy nawiązywać QSO,czas w którym można nawiązywać łączności z krajami europejskimi,a,
408,3,30,Co to jest międzynarodowy kod Q?,,"zbiór symboli składających się z 3 liter, zaczynających się zawsze na literę Q, którym przypisane są proste zdanie lub słowa",symbole składające się z litery Q i 2-3 cyfr określających jakość odbieranego sygnału,wykaz zawierający prefiksy znaków wywoławczych wg ITU,a,
409,3,31,Do czego służy międzynarodowy kod Q?,,podania informacji o czasie rozpoczęcia łączności,skrócenia czasu nadawania informacji,informowania o sile odbieranego sygnału radiowego,b,
410,3,32,Co oznacza wg kodu Q symbol QRL?,,"źle się czuję, odezwę się później","jestem zajęty, proszę nie przeszkadzać",do zobaczenia latem,b,
411,3,33,Co oznacza wg kodu Q symbol QRT?,,która jest godzina,"kończę nadawanie, wyłączam stację",nadawaj wolniej,b,
412,3,34,Co oznacza wg kodu Q symbol QRZ?,,zmień częstotliwość na zapasową,kto mnie woła,"jestem zajęty, proszę nie przeszkadzać",b,
413,3,35,Co oznacza wg kodu Q symbol QRX?,,proszę czekać,nadawaj wolniej,mam zakłócenia od innych stacji,a,
414,3,36,Co oznacza wg kodu Q symbol QRO?,,nic dla ciebie nie mam,"zwiększ moc, zwiększam moc","przerwij nadawanie, kończę pracę",b,
415,3,37,Który z poniższych kodów Q oznacza: Moja częstotliwość jest...?,,QRJ,QRG,QRK,b,
416,3,38,"Który z poniższych kodów Q oznacza: Przejdź na częstotliwość, zmień częstotliwość?",,QSY,QTR,QSA,a,
417,3,39,Który z poniższych kodów Q oznacza: Mam zakłócenia od innych stacji?,,QWO,QQQ,QRM,c,
418,3,40,Który z poniższych kodów Q oznacza: Siła twoich sygnałów waha się?,,QSB,QAZ,QRY,a,
419,3,41,"Który z poniższych kodów Q oznacza: Jestem gotów do pracy, jestem czynny w eterze?",,QWX,QRV,QRU,b,
420,3,42,Który z poniższych kodów Q oznacza: Moje położenie geograficzne jest...?,,QLP,QRG,QTH,c,
421,3,43,"Który z poniższych kodów Q oznacza: Zmniejsz moc, zmniejszam moc?",,QUB,QRA,QRP,c,
422,3,44,"Który z poniższych kodów Q oznacza: Mam dla ciebie telegram, wiadomość?",,QRT,QTC,QSV,b,
423,3,45,"Który z poniższych kodów Q oznacza: Łączność, mam łączność?",,QSL,QSO,QRS,b,
424,3,46,"Który z poniższych kodów Q oznacza: Potwierdzam odbiór, przyślę kartę potwierdzającą łączność?",,QSL,QSA,QRT,a,
425,3,47,Co oznaczają skróty slangu radioamatorskiego: BAND; CFM?,,pasmo; potwierdzam,zakres; godzina,raport; popołudnie,a,
426,3,48,Co oznaczają skróty slangu radioamatorskiego: BK; CALL?,,później; kalibrator,przerwa; znak wywoławczy,stop; odebrałem wszystko,b,
427,3,49,Co oznaczają skróty slangu radioamatorskiego: BEST; DX?,,daleki; niezły,najlepszy; daleka łączność,dobry; szybki,b,
428,3,50,Co oznaczają skróty slangu radioamatorskiego: BCI; BOX?,,zakłócenia odbioru radiowego; skrytka pocztowa,zakłócenia od sieciowe; radiolatarnia amatorska,podaj dokładny czas; zmieniam kanał radiowy,a,
429,3,51,Co oznaczają skróty slangu radioamatorskiego: OK; NAME?,,"stary, nie przeszkadzaj; moje nazwisko jest",wszystko w porządku; imię,przestrajam się; podaj adres,b,
430,3,52,Co oznaczają skróty slangu radioamatorskiego: SWR; RX?,,pasmo w metrach; antena pionowa,współczynnik fali stojącej; odbiornik,nasłuchowiec; klucz elektroniczny,b,
431,3,53,"Które z poniższych skrótów slangu radioamatorskiego oznaczają: Panna, młoda pani; czas uniwersalny?",,YL; UTC,XYL; UT,LY; TRO,a,
432,3,54,Co oznaczają skróty slangu radioamatorskiego: PSE; RPT?,,"proszę; powtórzyć, powtórzę, powtarzam",proszę; zmieniam pasmo o 10 kHz,przechodzę na inny kanał; raport podam na koniec łączności,a,
433,3,55,Co oznaczają skróty slangu radioamatorskiego: 99; UTC?,,pozdrawiam; czas ukraiński,ściskam dłoń; mam pilną wiadomość,"idź precz, przepadnij; czas uniwersalny",c,
434,3,56,Co oznaczają skróty slangu radioamatorskiego: LOG; DIRECT?,,długa antena; dyrektor,dziennik pracy stacji; bezpośrednio,długi; bezpośredni kontakt,b,
435,3,57,Co to jest raport R S stosowany podczas łączności fonicznych?,,informacja o stanie technicznym radiostacji,informacja o stanie pogody przekazana w postaci zakodowanej,informacja o jakości odbieranego sygnału radiowego - czytelności i sił sygnału wyrażana w postaci cyfr,c,
436,3,58,Co to jest raport R S T stosowany podczas łączności telegraficznych?,,informacja o stanie technicznym radiostacji,"informacja o jakości odbieranego sygnału radiowego - czytelności, siły i tonu akustycznego sygnału",informacja o stanie pogody,b,
437,3,59,Co oznaczają w raporcie o słyszalności i jakości sygnałów korespondenta litery R S,,"R - jakość sygnału, S- słyszalność","R - stabilność sygnału, S- siła sygnału","R - czytelność, S - siła sygnału",c,
438,3,60,Co oznaczają w raporcie o słyszalności i jakości sygnałów korespondenta litery R S T?,,"R - czytelność, S - siła sygnału, T - ton sygnału","R - jakość sygnału, S - słyszalność, T - częstotliwość","R - stabilność sygnału, S - siła sygnału, T - ton sygnału",a,
439,3,61,Jaka jest skala czytelności i skala siły sygnału w raporcie R S?,,skala czytelności 1-5 i skala siły sygnału 1-9,skala czytelności 1-9 i skala siły sygnału 1-5,skala czytelności 0-5 i skala siły sygnału 0-9,a,
440,3,62,Co oznacza w łączności fonicznej raport 59?,,"dobrze czytelny, bardzo silny sygnał","czytelny, silny sygnał","słaby, czytelny z trudnościami sygnał",a,
441,3,63,Co oznacza w łączności fonicznej raport 43?,,"dobrze czytelny, bardzo silny sygnał","czytelny, słaby sygnał","czytelny z trudnościami, słaby sygnał",b,
442,3,64,Co oznacza w łączności telegraficznej raport 599?,,"czytelny, silny sygnał, dobry ton","dobrze czytelny, bardzo silny sygnał, bardzo dobry ton","czytelny z trudnościami, sygnał słaby, dobry ton",b,
443,3,65,Co oznacza w łączności telegraficznej raport 438?,,"dobrze czytelny, bardzo silny sygnał, dobry ton","czytelny z trudnościami, słaby sygnał, bardzo dobry ton","czytelny, słaby sygnał, dobry ton sygnału",c,
444,3,66,Co to jest okręg wywoławczy?,,"obszar, na którym pracuje maksimum 1000 radiostacji amatorskich",obszar odpowiadający podziałowi terytorialnemu Polski na województwa,zwyczajowo przyjęty obszar w granicach jednego lub dwóch województw,c,
445,3,67,Co to jest bandplan IARU?,,"umowny podział zakresów częstotliwości na segmenty przeznaczone dla poszczególnych rodzajów emisji lub kanały robocze, zalecany przez IARU",podział częstotliwości osobno nadawczych i odbiorczych,plan przydziału częstotliwości dla poszczególnych krajów,a,
446,3,68,Transmisja prowadzona w sposób sprzeczny z bandplanem IARU jest:,,Naruszeniem prawa i może powodować utratę pozwolenia i konsekwencje karne,"Jest całkowicie dopuszczalna, bandplan IARU nie ma współcześnie poważnego znaczenia",Jest dopuszczalna ale stanowi naruszenie dobrych obyczajów panujących wśród krótkofalowców,c,
447,3,69,Czy na całym świecie obowiązuje ten sam bandplan wydawany przez IARU?,,"tak, krótkofalowcy na całym świecie pracują na tych samych częstotliwościach","nie, każdy kraj wydaje swój własny bandplan na podstawie zaleceń IARU",IARU zaleca odrębny bandplan dla każdego z trzech regionów z uwzględnieniem dla danego regionu zakresu częstotliwości,c,
448,3,70,Bandplan IARU jest:,,zaleceniem IARU,przepisem powszechnie obowiązującym,wydawaną przez IARU dyrektywą wprowadzaną do porządku krajowego w Krajowej Tablicy Przeznaczeń Częstotliwości,a,
449,3,71,"Słyszysz międzynarodową łączność związaną z katastrofą, koordynację działań ratowniczych lub podobne łączności. Co zrobisz?",,"Zaraportujesz niedozwolone użycie pasm amatorskich do koordynatora monitoringu IARU,","Zrobisz zwykłą łączność oczekując raportu i typowych informacji,","Nie przeszkadzasz, słuchasz dalej. Jeśli jest to uzasadnione - możesz dołączyć do pomocy przy organizacji łączności",c,
450,3,72,Znak stacji amatorskiej jest niepowtarzalny w skali,,świata,regionu IARU,kraju,a,
451,3,73,"Pewien początkujący krótkofalowiec zakupił tani radiotelefon. Dość szybko spostrzegł, że wskaźnik siły sygnału działa w nim zupełnie nieprawidłowo, a koledzy proszą o Raport R/S. Co powinien zrobić w tej sytuacji?",,bezwzględnie naprawić radiotelefon lub dokupić przystawkę mierzącą siłę sygnału,"Może podawać raporty ""na ucho"" i poinformować o tym korespondenta",nie ma żadnego powodu żeby podawać korespondentowi siłę jego sygnału jeśli słyszymy go poprawnie.,b,
452,3,74,"Stacja z Włoch woła ""CQ DX, CQ DX beaming Pacific Ocean"". Co powinien w tej sytuacji zrobić polski operator?",,natychmiast wołać!,napisać wiadomość przy pomocy DX klastra z prośbą do stacji włoskiej o obrócenie anten,poszukać innych chętnych do łączności gdyż ta stacja nie oczekuje teraz łączności z Europy,c,
453,3,75,Czy używanie znaków wywoławczych podczas łączności jest obowiązkowe?,,"Nie, ale jest to ogólnie przyjęty dobry zwyczaj, pozytywnie świadczący o operatorze, pozwalający potwierdzić przeprowadzoną łączność","Tak, transmisja sygnałów bez identyfikacji jest zabroniona","Nie, można nie podawać znaków wywoławczych w krótkich łącznościach, beż żadnych konsekwencji",b,
454,4,1,Jak nazywa się organ międzynarodowy ustalający ogólnoświatowe zasady wykonywania działalności telekomunikacyjnej i radiokomunikacyjnej?,,Organizacja Narodów Zjednoczonych (ONZ),Międzynarodowy Związek Telekomunikacyjny (ITU),Światowa Organizacja Handlu (WTO),b,
455,4,2,Czy transmisje amatorskie mogą być szyfrowane?,,kategorycznie jest to zabronione,jest to dopuszczalne w przypadku transmisji pomiędzy stacjami w jednym kraju,jest to dozwolone,c,
456,4,3,"Czy na częstotliwości 14,349 MHz wolno nadawać fonię z modulacją USB?",,wolno tylko w sytuacji kiedy słychać tam inną stację amatorską,kategorycznie nie wolno,wolno z mocą maksymalną 10 W,b,
457,4,4,"Słysząc na częstotliwości 3712 kHz rozmowę dwóch stacji, które nie są stacjami amatorskimi należy:",,"bezwzględnie nakazać przerwanie rozmowy, ponieważ jest to pasmo amatorskie",zgłosić do Urzędu Komunikacji Elektronicznej fakt nieuprawnionej transmisji w paśmie amatorskim,nie robić nic,c,
458,4,5,Czy na paśmie 40 m wolno nadawać modulacją USB?,,kategorycznie nie wolno,Wolno z mocą maksymalną 10 W w określonych przepisami wycinkach tego pasma,"wolno, ale jest to praktykowane głównie w przypadku emisji cyfrowych",c,
459,4,6,Jaki dokument obowiązujący wszystkie kraje członkowskie Międzynarodowego Związku Telekomunikacyjnego (ITU) określa zasady wykonywania służby radiokomunikacyjnej amatorskiej i służby amatorskiej satelitarnej oraz wymienia przyznane tym służbom zakresy częstotliwości?,,konstytucja ITU,regulamin Radiokomunikacyjny (Radio Regulations) ITU,konwencja ITU,b,
460,4,7,Regulamin Radiokomunikacyjny ITU dzieli świat na trzy regiony. W którym regionie radiokomunikacyjnym znajduje się Polska?,,w trzecim,w pierwszym,w drugim,b,
461,4,8,"Czy Regulamin Radiokomunikacyjny ITU przewiduje wykorzystanie stacji amatorskich w akcjach humanitarnych, niesienia pomocy w przypadkach katastrof, klęsk żywiołowych i innych zagrożeń?",,nie zezwala na takie wykorzystanie stacji amatorskich,niezbędny jest specjalny wpis do pozwolenia radioamatorskiego,zaleca się wykorzystywanie stacji amatorskich w powyższych przypadkach,c,
462,4,9,Czy Regulamin Radiokomunikacyjny reguluje zasady przyznawania znaków wywoławczych stacjom amatorskim?,,"nie, decyduje o tym IARU","tak, Regulamin Radiokomunikacyjny określa zasady przyznawania znaków","nie, znak wywoławczy obiera sobie sam operator stacji",b,
463,4,10,Czy postanowienia Regulaminu Radiokomunikacyjnego ITU dotyczące służby amatorskiej obowiązują również w służbie amatorskiej satelitarnej?,,"tak, obowiązują","nie, obowiązują odrębne przepisy",nie obowiązują żadne przepisy,a,
464,4,11,Czy zgodnie z zaleceniami CEPT T/R 61-01 i T/R 61-02 posiadacz pozwolenia kategorii 3. może nadawać z terytorium kraju zrzeszonego w CEPT?,,"tak, może","tak, może, ale maksymalnie 90 dni","nie, nie może",c,
465,4,12,"Przez jaki okres czasu może posiadacz międzynarodowego pozwolenia amatorskiego zgodnego z zaleceniem CEPT T/R 61-01 pracować z terytorium innego kraju uznającego to zalecenie, bez konieczności uzyskiwania pozwolenia od miejscowej administracji łączności?",,1 miesiąc,90 dni,1 rok,b,
466,4,13,Kto określa maksymalną moc wyjściową stacji amatorskiej podawaną w pozwoleniu?,,międzynarodowy Związek Telekomunikacyjny (ITU),europejskie Biuro Radiokomunikacji (ERO),regulator krajowy,c,
467,4,14,Jaka organizacja reprezentuje służbę amatorską na forum międzynarodowym?,,międzynarodowy Związek Telekomunikacyjny (ITU),międzynarodowy Związek Radioamatorów (IARU),europejskie Biuro Radiokomunikacji (ERO),b,
468,4,15,"Jaki organ krajowy reguluje i kontroluje pracę stacji amatorskich, przeprowadza egzaminy na świadectwa operatora urządzeń radiowych i wydaje pozwolenia w służbie amatorskiej?",,minister właściwy do spraw cyfryzacji,Prezes Urzędu Komunikacji Elektronicznej,minister właściwy do spraw wewnętrznych,b,
469,4,16,Jaki podstawowy akt prawny reguluje działalność telekomunikacyjną i radiokomunikacyjną w Polsce?,,statut Urzędu Komunikacji Elektronicznej (UKE),ustawa Prawo ochrony środowiska,ustawa Prawo telekomunikacyjne,c,
470,4,17,W jakim dokumencie określone są zakresy częstotliwości przeznaczone w Polsce dla służby amatorskiej i służby amatorskiej satelitarnej?,,w ustawie Prawo telekomunikacyjne,w rozporządzeniu Rady Ministrów w sprawie Krajowej Tablicy Przeznaczeń Częstotliwości,w decyzjach Prezesa Urzędu Komunikacji Elektronicznej,b,
471,4,18,"Czy stosowane w Krajowej Tablicy Przeznaczeń Częstotliwości określenie służba pierwszej ważności oznacza, że:",,służba taka jest chroniona przed szkodliwymi zakłóceniami ze strony służb drugiej ważności,"służba taka może żądać ochrony przed szkodliwymi zakłóceniami ze strony stacji tej samej lub innych służb, którym częstotliwości mogą zostać przydzielone w późniejszym terminie","służba taka może żądać ochrony przed szkodliwymi zakłóceniami ze strony stacji tej samej lub innych służb, którym częstotliwości mogą zostać przydzielone w późniejszym terminie, służba taka nie może powodować szkodliwych zakłóceń w pracy stacji służb pierwszej ważności, którym przydzielono częstotliwości lub mogą być przydzielone w późniejszym terminie",c,
472,4,19,"Czy stosowane w Krajowej Tablicy Przeznaczeń Częstotliwości określenie służba drugiej ważności - oznacza, że:",,"służba taka nie może powodować szkodliwych zakłóceń w pracy stacji służb pierwszej ważności, którym przydzielono częstotliwości lub mogą być przydzielone w późniejszym terminie","służba taka nie może powodować szkodliwych zakłóceń w pracy stacji służb pierwszej ważności, którym przydzielono częstotliwości lub mogą być przydzielone w późniejszym terminie; służba taka nie może żądać ochrony przed szkodliwymi zakłóceniami ze strony stacji służb pierwszej ważności; którym przydzielono częstotliwości lub mogą być przydzielone w późniejszym terminie; służba taka może jednak żądać ochrony przed szkodliwymi zakłóceniami ze strony stacji tej samej lub innych służb drugiej ważności, którym częstotliwości mogą być przydzielone w późniejszym terminie","służba taka może żądać ochrony przed szkodliwymi zakłóceniami ze strony stacji tej samej lub innych służb drugiej ważności, którym częstotliwości mogą być przydzielone w późniejszym terminie",b,
473,4,20,Jaki dokument określa kategorie pozwoleń w służbie amatorskiej i dozwolone moce wyjściowe stacji amatorskiej?,,ustawa Prawo telekomunikacyjne,rozporządzenie ministra właściwego do spraw cyfryzacji,zarządzenie Prezesa Urzędu Komunikacji Elektronicznej,b,
474,4,21,Do czego upoważnia świadectwo operatora klasy A w służbie radiokomunikacyjnej amatorskiej?,,do uzyskania pozwolenia amatorskiego kategorii 1 oraz kategorii 5,do uzyskania pozwolenia amatorskiego kategorii 3,wyłącznie do pracy na stacji klubowej,a,
475,4,22,Do czego upoważnia świadectwo operatora klasy C w służbie radiokomunikacyjnej amatorskiej?,,do uzyskania pozwolenia amatorskiego kategorii 1,do uzyskania pozwolenia amatorskiego kategorii 3,wyłącznie do pracy na stacji klubowej,b,
476,4,23,Na jaki okres czasu wydawane są indywidualne pozwolenia amatorskie kategorii 1 i 3?,,10 lat,15 lat,dożywotnio,a,
477,4,24,Na jaki okres czasu wydawane są pozwolenia amatorskie kategorii 5?,,5 lat,10 lat,15 lat,a,
478,4,25,Jaka jest maksymalna moc wyjściowa stacji amatorskiej w przypadku pozwolenia kategorii 1?,,50 watów,500 watów,250 watów,b,
479,4,26,Jaka jest maksymalna moc wyjściowa stacji amatorskiej w przypadku pozwolenia kategorii 3?,,15 watów,100 watów,150 watów,b,
480,4,27,Jaka jest moc maksymalna wyjściowa stacji amatorskiej w przypadku pozwolenia kategorii 5?,,50 watów dla nadajnika poniżej 30 MHz a 15 watów dla nadajnika powyżej 30 MHz,50 watów,150 watów,a,
481,4,28,Jaka jest maksymalna moc wyjściowa radiostacji w przypadku pozwolenia dodatkowego?,,500 watów,1000 watów,1500 watów,c,
482,4,29,W jakich zakresach krótkofalowych może pracować operator posiadający pozwolenie kategorii 1?,,3500 - 3800 kHz oraz 7000 - 7300 kHz,7000 - 7100 kHz oraz 28000 - 29900 kHz,we wszystkich zakresach częstotliwości przeznaczonych dla służby radiokomunikacyjnej amatorskiej na terytorium RP,c,
483,4,30,W jakich zakresach częstotliwości może pracować operator posiadający pozwolenie kategorii 3?,,28000-29900 kHz oraz 144-146 MHz,"1,81-2 MHz; 3,5-3,8 MHz; 7-7,2 MHz; 14-14,35 MHz; 21-21,45 MHz; 28-29,7 MHz, 144-146 MHz; 430-440 MHz oraz 10-10,5 GHz",28000-29900 kHz oraz 430-440 MHz,b,
484,4,31,Jakimi rodzajami emisji radiowych wolno pracować operatorowi w służbie amatorskiej w zakresie częstotliwości 50-52 MHz?,,wyłącznie emisją A1A (telegrafia),wyłącznie emisją F3E (telefonia z modulacją częstotliwości),wszystkimi rodzajami emisji z wyjątkiem F3E,c,
485,4,32,"Jakimi rodzajami emisji radiowych i z jaką mocą wolno pracować operatorowi w służbie amatorskiej w zakresie częstotliwości 135,7-137,8 kHz?",,wyłącznie emisją A1A (telegrafia) z mocą wyjściową 150 watów,wszystkimi rodzajami emisji z mocą wyjściową 250 watów,wyłącznie emisją A1A (telegrafia) z mocą 1 wat e.i.r.p. (równoważna moc promieniowana izotropowo),c,
486,4,33,Jaki dokument określa klasy świadectw operatora radiowego w służbie amatorskiej i wymagania egzaminacyjne na poszczególne klasy świadectw?,,rozporządzenie ministra właściwego do spraw cyfryzacji,ustawa Prawo telekomunikacyjne,Krajowa Tablica Przeznaczeń Częstotliwości,a,
487,4,34,Jak powinien postąpić operator stacji amatorskiej w razie przypadkowego odebrania wiadomości nie przeznaczonej dla służby amatorskiej?,,rozpowszechnić odebraną wiadomość w internecie,zachować treść wiadomości w ścisłej tajemnicy,"zachować treść wiadomości w ścisłej tajemnicy, zaś w przypadku gdy odebrana wiadomość zawiera istotne dla funkcjonowania Państwa lub porządku publicznego informacje - powiadomić najbliższą jednostkę administracji publicznej",c,
488,4,35,Jak często operator stacji amatorskiej powinien podawać podczas łączności znak wywoławczy swej stacji?,,co pół godziny,"tak często, jak jest to w praktyce możliwe, przede wszystkim na początku i końcu łączności",nie musi podawać znaku wywoławczego,b,
489,4,36,Stacja amatorska oznacza:,,urządzenia radiowe nadawcze lub nadawczo-odbiorcze wraz z systemem albo systemami antenowymi niezbędne do wykonywania w jednej lokalizacji służby radiokomunikacyjnej amatorskiej,"Osobę fizyczną, prawną lub jednostkę organizacyjną nieposiadającą osobowości prawnej, której wydano pozwolenie w służbie radiokomunikacyjnej amatorskiej",Lokalizację w której znajdują się urządzenia radiowe nadawcze lub nadawczo-odbiorcze wraz z systemem albo systemami antenowymi,a,
490,4,37,"Jaką maksymalną mocą może nadawać amatorska stacja bezobsługowa, pracująca w paśmie 10m?",,100 W,15 W,50 W,c,
491,4,38,Czy pozwolenie kategorii 1 może być wydawane fundacjom lub stowarzyszeniom?,,"tak, pozwolenia kategorii 1 mogą być wydawane osobie prawnej, w tym terenowej jednostce organizacyjnej stowarzyszenia posiadającego osobowość prawną, a także stowarzyszeniu zwykłemu","nie, pozwolenia mogą być wydawane jedynie osobom fizycznym ","tak, pozwolenia kategorii 1 mogą być wydawane fundacjom i stowarzyszeniom posiadającym osobowość prawną",a,
492,4,39,"We wniosku o wydanie pozwolenia radiowego, lokalizację stacji amatorskiej oznaczamy:",,za pomocą adresu,posługując się QTH Locatorem,adresem lub za pomocą współrzędnych geograficznych,c,
493,4,40,Czy prowadzenie papierowego dziennika łączności jest obowiązkowe?,,"tak, obowiązkowe jest prowadzenie dziennika łączności w formie fizycznego dokumentu","nie, obowiązkowy dziennik łączności może być prowadzony także elektronicznie","nie, dziennik łączności nie jest wymagany ",c,
494,4,41,Jakie należy spełnić warunki aby uzyskać pozwolenie radiowe na używanie stacji amatorskiej?,,należy posiadać świadectwo operatora urządzeń radiowych i odbyć trzymiesięczną praktykę na stacji klubowej,należy posiadać świadectwo operatora urządzeń radiowych i co najmniej średnie wykształcenie,należy posiadać świadectwo operatora urządzeń radiowych,c,
495,4,42,Czy razem ze świadectwem operatora urządzeń radiowych przydzielany jest znak wywoławczy dla stacji amatorskiej?,,tak,"nie, znak wywoławczy przydzielany jest w pozwoleniu radiowym","tak, jeżeli dana osoba posiada radiostację",b,
496,4,43,Polski znak wywoławczy stacji radioamatorskiej z pozwoleniem podstawowym składa się z:,,"prefiksu, cyfry i maksymalnie 4 znaków z czego ostatni musi być literą","prefiksu, dwóch cyfr i sufiksu z maksymalnie 4 znaków","prefiksu, czterech cyfr",a,
497,4,44,Poprawne literowanie wg alfabetu ITU litery B i F:,,"Bil, fox","bravo, foxtrot","box, Florida",b,
498,4,45,Poprawne literowanie wg alfabetu ITU litery C i G:,,"Charlie, golf","Canada, gold","Chile, Grenada",a,
499,4,46,Poprawne literowanie wg alfabetu ITU litery I i K:,,"India, Kanada","Italia, Kaz","India, Kilo",c,
500,4,47,Poprawne literowanie wg alfabetu ITU litery R i V:,,"Ren, Viktor","Romeo, Viktor","radio, Viola",b,
501,4,48,Poprawne literowanie wg alfabetu ITU litery X i S:,,"X-Ray, Sierra","Xsen, Santiago","X-Ray, Syria",a,
502,4,49,Które prefiksy znaków wywoławczych przeznaczone są dla Polski?,,"HF, SN, SO, SP, SQ, SR, 3Z","HF, SN, SO, SP, SQ, 3Z, 3X","HA, SM, SO, SP, SQ, SR, 3Z",a,
503,4,50,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 160 m to:,,1810 kHz - 1950 kHz,1810 kHz - 2000 kHz,1810 kHz - 1980 kHz,b,
504,4,51,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 80 m to:,,3550 kHz - 3750 kHz,3500 kHz - 3750 kHz,3500 kHz - 3800 kHz,c,
505,4,52,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 40 m to:,,7000 kHz - 7200 kHz,7100 kHz - 7300 kHz,7050 kHz - 7200 kHz,a,
506,4,53,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 30 m to:,,10050 kHz - 10200 kHz,10100 kHz - 10150 kHz,10100 kHz - 10200 kHz,b,
507,4,54,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 20 m to:,,14000 kHz - 14350 kHz,14000 kHz - 14450 kHz,14100 kHz - 14350 kHz,a,
508,4,55,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 17 m to:,,18050 kHz - 18250 kHz,18068 kHz - 18168 kHz,18000 kHz - 18168 kHz,b,
509,4,56,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 15 m to:,,21000 kHz - 21500 kHz,21100 kHz - 21450 kHz,21000 kHz - 21450 kHz,c,
510,4,57,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 12 m to:,,24690 kHz - 24990 kHz,24890 kHz - 24990 kHz,24680 kHz - 24990 kHz,b,
